x y z p
0.05 0.05 0 -16.9848
0.05 0.15 0 -20.0544
0.05 0.25 0 -21.3845
0.05 0.35 0 -22.2187
0.05 0.45 0 -22.8391
0.05 0.55 0 -23.3678
0.05 0.65 0 -23.8759
0.05 0.75 0 -24.4137
0.05 0.85 0 -25.0215
0.05 0.95 0 -25.7352
0.05 1.05 0 -26.5884
0.05 1.15 0 -27.6145
0.05 1.25 0 -28.8475
0.05 1.35 0 -30.3232
0.05 1.45 0 -32.0806
0.05 1.55 0 -34.163
0.05 1.65 0 -36.6201
0.05 1.75 0 -39.5102
0.05 1.85 0 -42.9037
0.05 1.95 0 -46.8891
0.05 2.05 0 -51.5817
0.05 2.15 0 -57.1387
0.05 2.25 0 -63.7856
0.05 2.35 0 -71.864
0.05 2.45 0 -81.919
0.05 2.55 0 -94.8606
0.05 2.65 0 -112.248
0.05 2.75 0 -136.729
0.05 2.85 0 -172.333
0.05 2.95 0 -221.952
0.05 3.05 0 -260.334
0.15 0.05 0 -18.3008
0.15 0.15 0 -20.6766
0.15 0.25 0 -21.6529
0.15 0.35 0 -22.3428
0.15 0.45 0 -22.8969
0.15 0.55 0 -23.3875
0.15 0.65 0 -23.8688
0.15 0.75 0 -24.3848
0.15 0.85 0 -24.9736
0.15 0.95 0 -25.6695
0.15 1.05 0 -26.5056
0.15 1.15 0 -27.5144
0.15 1.25 0 -28.7297
0.15 1.35 0 -30.1867
0.15 1.45 0 -31.9241
0.15 1.55 0 -33.9847
0.15 1.65 0 -36.4176
0.15 1.75 0 -39.2804
0.15 1.85 0 -42.6431
0.15 1.95 0 -46.5929
0.15 2.05 0 -51.2427
0.15 2.15 0 -56.7445
0.15 2.25 0 -63.3095
0.15 2.35 0 -71.2402
0.15 2.45 0 -80.974
0.15 2.55 0 -93.1287
0.15 2.65 0 -108.506
0.15 2.75 0 -127.913
0.15 2.85 0 -151.363
0.15 2.95 0 -174.453
0.15 3.05 0 -169.465
0.25 0.05 0 -19.4447
0.25 0.15 0 -21.4481
0.25 0.25 0 -22.0988
0.25 0.35 0 -22.5874
0.25 0.45 0 -23.0147
0.25 0.55 0 -23.4173
0.25 0.65 0 -23.831
0.25 0.75 0 -24.2906
0.25 0.85 0 -24.8291
0.25 0.95 0 -25.4782
0.25 1.05 0 -26.2689
0.25 1.15 0 -27.2324
0.25 1.25 0 -28.4012
0.25 1.35 0 -29.8096
0.25 1.45 0 -31.4949
0.25 1.55 0 -33.4988
0.25 1.65 0 -35.8689
0.25 1.75 0 -38.661
0.25 1.85 0 -41.9421
0.25 1.95 0 -45.7948
0.25 2.05 0 -50.3227
0.25 2.15 0 -55.6581
0.25 2.25 0 -61.9678
0.25 2.35 0 -69.454
0.25 2.45 0 -78.3342
0.25 2.55 0 -88.7787
0.25 2.65 0 -100.781
0.25 2.75 0 -113.946
0.25 2.85 0 -127.012
0.25 2.95 0 -135.475
0.25 3.05 0 -120.146
0.35 0.05 0 -20.3992
0.35 0.15 0 -22.2035
0.35 0.25 0 -22.5991
0.35 0.35 0 -22.8847
0.35 0.45 0 -23.1573
0.35 0.55 0 -23.4388
0.35 0.65 0 -23.7528
0.35 0.75 0 -24.1264
0.35 0.85 0 -24.5873
0.35 0.95 0 -25.1638
0.35 1.05 0 -25.8845
0.35 1.15 0 -26.7788
0.35 1.25 0 -27.8774
0.35 1.35 0 -29.2133
0.35 1.45 0 -30.8224
0.35 1.55 0 -32.7449
0.35 1.65 0 -35.0265
0.35 1.75 0 -37.7199
0.35 1.85 0 -40.887
0.35 1.95 0 -44.6005
0.35 2.05 0 -48.9442
0.35 2.15 0 -54.0095
0.35 2.25 0 -59.8829
0.35 2.35 0 -66.6167
0.35 2.45 0 -74.1781
0.35 2.55 0 -82.3871
0.35 2.65 0 -90.8844
0.35 2.75 0 -99.144
0.35 2.85 0 -106.203
0.35 2.95 0 -108.718
0.35 3.05 0 -93.1233
0.45 0.05 0 -21.2424
0.45 0.15 0 -22.9126
0.45 0.25 0 -23.0965
0.45 0.35 0 -23.1876
0.45 0.45 0 -23.2941
0.45 0.55 0 -23.4343
0.45 0.65 0 -23.6262
0.45 0.75 0 -23.8913
0.45 0.85 0 -24.2534
0.45 0.95 0 -24.7374
0.45 1.05 0 -25.3694
0.45 1.15 0 -26.1768
0.45 1.25 0 -27.1886
0.45 1.35 0 -28.4364
0.45 1.45 0 -29.9546
0.45 1.55 0 -31.7813
0.45 1.65 0 -33.9593
0.45 1.75 0 -36.5362
0.45 1.85 0 -39.5641
0.45 1.95 0 -43.097
0.45 2.05 0 -47.1835
0.45 2.15 0 -51.8528
0.45 2.25 0 -57.0898
0.45 2.35 0 -62.8019
0.45 2.45 0 -68.7943
0.45 2.55 0 -74.7881
0.45 2.65 0 -80.5035
0.45 2.75 0 -85.6997
0.45 2.85 0 -89.7645
0.45 2.95 0 -90.0648
0.45 3.05 0 -76.3232
0.55 0.05 0 -22.0294
0.55 0.15 0 -23.581
0.55 0.25 0 -23.5697
0.55 0.35 0 -23.4706
0.55 0.45 0 -23.4044
0.55 0.55 0 -23.3909
0.55 0.65 0 -23.4456
0.55 0.75 0 -23.587
0.55 0.85 0 -23.8355
0.55 0.95 0 -24.2132
0.55 1.05 0 -24.7439
0.55 1.15 0 -25.4531
0.55 1.25 0 -26.3682
0.55 1.35 0 -27.519
0.55 1.45 0 -28.9377
0.55 1.55 0 -30.6597
0.55 1.65 0 -32.7222
0.55 1.75 0 -35.1634
0.55 1.85 0 -38.0182
0.55 1.95 0 -41.3112
0.55 2.05 0 -45.0434
0.55 2.15 0 -49.1738
0.55 2.25 0 -53.5996
0.55 2.35 0 -58.1482
0.55 2.45 0 -62.6064
0.55 2.55 0 -66.7985
0.55 2.65 0 -70.663
0.55 2.75 0 -74.1565
0.55 2.85 0 -76.7516
0.55 2.95 0 -76.2529
0.55 3.05 0 -64.5172
0.65 0.05 0 -22.7914
0.65 0.15 0 -24.2179
0.65 0.25 0 -24.0114
0.65 0.35 0 -23.7203
0.65 0.45 0 -23.4762
0.65 0.55 0 -23.3009
0.65 0.65 0 -23.2093
0.65 0.75 0 -23.2175
0.65 0.85 0 -23.3434
0.65 0.95 0 -23.6068
0.65 1.05 0 -24.0293
0.65 1.15 0 -24.6343
0.65 1.25 0 -25.4473
0.65 1.35 0 -26.4958
0.65 1.45 0 -27.8087
0.65 1.55 0 -29.4159
0.65 1.65 0 -31.3454
0.65 1.75 0 -33.6202
0.65 1.85 0 -36.2507
0.65 1.95 0 -39.2245
0.65 2.05 0 -42.4932
0.65 2.15 0 -45.9601
0.65 2.25 0 -49.4807
0.65 2.35 0 -52.8895
0.65 2.45 0 -56.0626
0.65 2.55 0 -58.9859
0.65 2.65 0 -61.7417
0.65 2.75 0 -64.3024
0.65 2.85 0 -66.1146
0.65 2.95 0 -65.3543
0.65 3.05 0 -55.3839
0.75 0.05 0 -23.5419
0.75 0.15 0 -24.828
0.75 0.25 0 -24.4177
0.75 0.35 0 -23.9291
0.75 0.45 0 -23.5024
0.75 0.55 0 -23.1609
0.75 0.65 0 -22.9183
0.75 0.75 0 -22.7891
0.75 0.85 0 -22.7886
0.75 0.95 0 -22.9344
0.75 1.05 0 -23.2458
0.75 1.15 0 -23.7439
0.75 1.25 0 -24.4515
0.75 1.35 0 -25.3924
0.75 1.45 0 -26.5901
0.75 1.55 0 -28.0656
0.75 1.65 0 -29.8335
0.75 1.75 0 -31.8961
0.75 1.85 0 -34.2351
0.75 1.95 0 -36.802
0.75 2.05 0 -39.5116
0.75 2.15 0 -42.2442
0.75 2.25 0 -44.8692
0.75 2.35 0 -47.292
0.75 2.45 0 -49.5094
0.75 2.55 0 -51.6201
0.75 2.65 0 -53.7291
0.75 2.75 0 -55.7338
0.75 2.85 0 -57.072
0.75 2.95 0 -56.2642
0.75 3.05 0 -47.7995
0.85 0.05 0 -24.2821
0.85 0.15 0 -25.409
0.85 0.25 0 -24.7835
0.85 0.35 0 -24.0912
0.85 0.45 0 -23.479
0.85 0.55 0 -22.9699
0.85 0.65 0 -22.576
0.85 0.75 0 -22.3092
0.85 0.85 0 -22.1826
0.85 0.95 0 -22.211
0.85 1.05 0 -22.4108
0.85 1.15 0 -22.8003
0.85 1.25 0 -23.3981
0.85 1.35 0 -24.2226
0.85 1.45 0 -25.289
0.85 1.55 0 -26.606
0.85 1.65 0 -28.171
0.85 1.75 0 -29.9632
0.85 1.85 0 -31.9375
0.85 1.95 0 -34.0199
0.85 2.05 0 -36.1114
0.85 2.15 0 -38.1071
0.85 2.25 0 -39.9313
0.85 2.35 0 -41.5809
0.85 2.45 0 -43.1434
0.85 2.55 0 -44.7511
0.85 2.65 0 -46.4557
0.85 2.75 0 -48.076
0.85 2.85 0 -49.0906
0.85 2.95 0 -48.3262
0.85 3.05 0 -41.1629
0.95 0.05 0 -25.0025
0.95 0.15 0 -25.9518
0.95 0.25 0 -25.1006
0.95 0.35 0 -24.2007
0.95 0.45 0 -23.4029
0.95 0.55 0 -22.7285
0.95 0.65 0 -22.1866
0.95 0.75 0 -21.7859
0.95 0.85 0 -21.5363
0.95 0.95 0 -21.4492
0.95 1.05 0 -21.5376
0.95 1.15 0 -21.8153
0.95 1.25 0 -22.2955
0.95 1.35 0 -22.9886
0.95 1.45 0 -23.8988
0.95 1.55 0 -25.0201
0.95 1.65 0 -26.3312
0.95 1.75 0 -27.7906
0.95 1.85 0 -29.3342
0.95 1.95 0 -30.8797
0.95 2.05 0 -32.3411
0.95 2.15 0 -33.6562
0.95 2.25 0 -34.8195
0.95 2.35 0 -35.9019
0.95 2.45 0 -37.03
0.95 2.55 0 -38.3096
0.95 2.65 0 -39.719
0.95 2.75 0 -41.0333
0.95 2.85 0 -41.8071
0.95 2.95 0 -41.1262
0.95 3.05 0 -35.1184
1.05 0.05 0 -25.6841
1.05 0.15 0 -26.4401
1.05 0.25 0 -25.3571
1.05 0.35 0 -24.25
1.05 0.45 0 -23.2711
1.05 0.55 0 -22.4378
1.05 0.65 0 -21.7549
1.05 0.75 0 -21.2267
1.05 0.85 0 -20.8589
1.05 0.95 0 -20.6587
1.05 1.05 0 -20.6344
1.05 1.15 0 -20.7941
1.05 1.25 0 -21.1434
1.05 1.35 0 -21.6827
1.05 1.45 0 -22.4036
1.05 1.55 0 -23.2844
1.05 1.65 0 -24.2871
1.05 1.75 0 -25.3558
1.05 1.85 0 -26.4209
1.05 1.95 0 -27.4106
1.05 2.05 0 -28.2721
1.05 2.15 0 -28.9979
1.05 2.25 0 -29.6437
1.05 2.35 0 -30.3206
1.05 2.45 0 -31.1485
1.05 2.55 0 -32.1803
1.05 2.65 0 -33.3346
1.05 2.75 0 -34.3809
1.05 2.85 0 -34.9641
1.05 2.95 0 -34.3848
1.05 3.05 0 -29.434
1.15 0.05 0 -26.2984
1.15 0.15 0 -26.8504
1.15 0.25 0 -25.5372
1.15 0.35 0 -24.23
1.15 0.45 0 -23.0802
1.15 0.55 0 -22.0991
1.15 0.65 0 -21.2855
1.15 0.75 0 -20.6383
1.15 0.85 0 -20.1578
1.15 0.95 0 -19.8459
1.15 1.05 0 -19.705
1.15 1.15 0 -19.7358
1.15 1.25 0 -19.9349
1.15 1.35 0 -20.2914
1.15 1.45 0 -20.7835
1.15 1.55 0 -21.3759
1.15 1.65 0 -22.019
1.15 1.75 0 -22.6525
1.15 1.85 0 -23.215
1.15 1.95 0 -23.6608
1.15 2.05 0 -23.9803
1.15 2.15 0 -24.2166
1.15 2.25 0 -24.4643
1.15 2.35 0 -24.8407
1.15 2.45 0 -25.4326
1.15 2.55 0 -26.2397
1.15 2.65 0 -27.1462
1.15 2.75 0 -27.944
1.15 2.85 0 -28.3677
1.15 2.95 0 -27.8985
1.15 3.05 0 -23.943
1.25 0.05 0 -26.8073
1.25 0.15 0 -27.1529
1.25 0.25 0 -25.621
1.25 0.35 0 -24.1296
1.25 0.45 0 -22.8259
1.25 0.55 0 -21.7131
1.25 0.65 0 -20.7826
1.25 0.75 0 -20.0263
1.25 0.85 0 -19.4383
1.25 0.95 0 -19.0142
1.25 1.05 0 -18.7492
1.25 1.15 0 -18.6354
1.25 1.25 0 -18.6595
1.25 1.35 0 -18.7989
1.25 1.45 0 -19.0202
1.25 1.55 0 -19.2783
1.25 1.65 0 -19.5198
1.25 1.75 0 -19.6906
1.25 1.85 0 -19.7497
1.25 1.95 0 -19.6858
1.25 2.05 0 -19.5314
1.25 2.15 0 -19.3659
1.25 2.25 0 -19.2975
1.25 2.35 0 -19.4262
1.25 2.45 0 -19.7975
1.25 2.55 0 -20.3704
1.25 2.65 0 -21.0204
1.25 2.75 0 -21.5777
1.25 2.85 0 -21.8605
1.25 2.95 0 -21.5048
1.25 3.05 0 -18.513
1.35 0.05 0 -27.1635
1.35 0.15 0 -27.311
1.35 0.25 0 -25.5851
1.35 0.35 0 -23.9362
1.35 0.45 0 -22.5034
1.35 0.55 0 -21.2802
1.35 0.65 0 -20.249
1.35 0.75 0 -19.3944
1.35 0.85 0 -18.7033
1.35 0.95 0 -18.1639
1.35 1.05 0 -17.7634
1.35 1.15 0 -17.4849
1.35 1.25 0 -17.3048
1.35 1.35 0 -17.1904
1.35 1.45 0 -17.0998
1.35 1.55 0 -16.9842
1.35 1.65 0 -16.7947
1.35 1.75 0 -16.4932
1.35 1.85 0 -16.0661
1.35 1.95 0 -15.5374
1.35 2.05 0 -14.9726
1.35 2.15 0 -14.4688
1.35 2.25 0 -14.1275
1.35 2.35 0 -14.019
1.35 2.45 0 -14.1514
1.35 2.55 0 -14.4616
1.35 2.65 0 -14.8361
1.35 2.75 0 -15.1518
1.35 2.85 0 -15.302
1.35 2.95 0 -15.0618
1.35 3.05 0 -13.0276
1.45 0.05 0 -27.312
1.45 0.15 0 -27.2831
1.45 0.25 0 -25.4033
1.45 0.35 0 -23.635
1.45 0.45 0 -22.1061
1.45 0.55 0 -20.7986
1.45 0.65 0 -19.6857
1.45 0.75 0 -18.7438
1.45 0.85 0 -17.9522
1.45 0.95 0 -17.2916
1.45 1.05 0 -16.7407
1.45 1.15 0 -16.2736
1.45 1.25 0 -15.8577
1.45 1.35 0 -15.453
1.45 1.45 0 -15.0138
1.45 1.55 0 -14.4945
1.45 1.65 0 -13.8585
1.45 1.75 0 -13.09
1.45 1.85 0 -12.2052
1.45 1.95 0 -11.2573
1.45 2.05 0 -10.3309
1.45 2.15 0 -9.52319
1.45 2.25 0 -8.91545
1.45 2.35 0 -8.54619
1.45 2.45 0 -8.39743
1.45 2.55 0 -8.40247
1.45 2.65 0 -8.47353
1.45 2.75 0 -8.53803
1.45 2.85 0 -8.55649
1.45 2.95 0 -8.43439
1.45 3.05 0 -7.37485
1.55 0.05 0 -27.1922
