x y z u v w
0.05 0.05 0 0.0125127 0.0313363 0
0.05 0.15 0 0.00911531 0.057121 0
0.05 0.25 0 0.00340466 0.048624 0
0.05 0.35 0 -0.000102271 0.0457818 0
0.05 0.45 0 -0.00198238 0.047702 0
0.05 0.55 0 -0.00305973 0.0523229 0
0.05 0.65 0 -0.00379131 0.0585998 0
0.05 0.75 0 -0.00439103 0.0660936 0
0.05 0.85 0 -0.0049588 0.0746524 0
0.05 0.95 0 -0.00554652 0.084263 0
0.05 1.05 0 -0.00618689 0.0949893 0
0.05 1.15 0 -0.00690618 0.106949 0
0.05 1.25 0 -0.00773075 0.120308 0
0.05 1.35 0 -0.00869188 0.135283 0
0.05 1.45 0 -0.00983128 0.152157 0
0.05 1.55 0 -0.0112092 0.171303 0
0.05 1.65 0 -0.0129183 0.193233 0
0.05 1.75 0 -0.015105 0.21867 0
0.05 1.85 0 -0.0180062 0.248676 0
0.05 1.95 0 -0.0219917 0.284859 0
0.05 2.05 0 -0.0276407 0.329653 0
0.05 2.15 0 -0.035792 0.386759 0
0.05 2.25 0 -0.0476821 0.461674 0
0.05 2.35 0 -0.0649342 0.562437 0
0.05 2.45 0 -0.08948 0.700201 0
0.05 2.55 0 -0.121927 0.888612 0
0.05 2.65 0 -0.155723 1.13711 0
0.05 2.75 0 -0.157388 1.42445 0
0.05 2.85 0 -0.0125505 1.62191 0
0.05 2.95 0 0.605799 1.36604 0
0.05 3.05 0 2.51494 0.53012 0
0.15 0.05 0 0.0245722 0.0577616 0
0.15 0.15 0 0.0181791 0.119934 0
0.15 0.25 0 0.00461451 0.126882 0
0.15 0.35 0 -0.00506664 0.1343 0
0.15 0.45 0 -0.0110708 0.146265 0
0.15 0.55 0 -0.0150118 0.162207 0
0.15 0.65 0 -0.017997 0.181431 0
0.15 0.75 0 -0.0206281 0.203587 0
0.15 0.85 0 -0.0232251 0.228611 0
0.15 0.95 0 -0.0259754 0.256644 0
0.15 1.05 0 -0.0290119 0.287973 0
0.15 1.15 0 -0.0324525 0.323018 0
0.15 1.25 0 -0.0364247 0.362337 0
0.15 1.35 0 -0.0410867 0.406653 0
0.15 1.45 0 -0.0466543 0.456912 0
0.15 1.55 0 -0.0534406 0.514379 0
0.15 1.65 0 -0.0619178 0.580786 0
0.15 1.75 0 -0.072806 0.658556 0
0.15 1.85 0 -0.087185 0.75112 0
0.15 1.95 0 -0.106598 0.86326 0
0.15 2.05 0 -0.133084 1.00139 0
0.15 2.15 0 -0.16904 1.1734 0
0.15 2.25 0 -0.216785 1.38776 0
0.15 2.35 0 -0.277532 1.65081 0
0.15 2.45 0 -0.348766 1.96105 0
0.15 2.55 0 -0.417015 2.29713 0
0.15 2.65 0 -0.438388 2.59419 0
0.15 2.75 0 -0.292012 2.70432 0
0.15 2.85 0 0.316181 2.36556 0
0.15 2.95 0 2.01999 1.33941 0
0.15 3.05 0 6.00879 0.317581 0
0.25 0.05 0 0.0167386 0.0704251 0
0.25 0.15 0 0.00895507 0.154837 0
0.25 0.25 0 -0.00713554 0.17874 0
0.25 0.35 0 -0.0205994 0.199344 0
