x y z p
0.05 0.05 0 -16.7547
0.05 0.15 0 -19.7832
0.05 0.25 0 -21.0933
0.05 0.35 0 -21.9169
0.05 0.45 0 -22.5383
0.05 0.55 0 -23.0817
0.05 0.65 0 -23.6196
0.05 0.75 0 -24.2026
0.05 0.85 0 -24.8706
0.05 0.95 0 -25.6588
0.05 1.05 0 -26.5995
0.05 1.15 0 -27.7251
0.05 1.25 0 -29.0681
0.05 1.35 0 -30.6631
0.05 1.45 0 -32.5476
0.05 1.55 0 -34.763
0.05 1.65 0 -37.3566
0.05 1.75 0 -40.3842
0.05 1.85 0 -43.9129
0.05 1.95 0 -48.0277
0.05 2.05 0 -52.8401
0.05 2.15 0 -58.5039
0.05 2.25 0 -65.2416
0.05 2.35 0 -73.3928
0.05 2.45 0 -83.5015
0.05 2.55 0 -96.4775
0.05 2.65 0 -113.88
0.05 2.75 0 -138.355
0.05 2.85 0 -173.924
0.05 2.95 0 -223.452
0.05 3.05 0 -261.56
0.15 0.05 0 -18.0619
0.15 0.15 0 -20.4025
0.15 0.25 0 -21.3589
0.15 0.35 0 -22.0364
0.15 0.45 0 -22.5897
0.15 0.55 0 -23.0939
0.15 0.65 0 -23.6045
0.15 0.75 0 -24.1658
0.15 0.85 0 -24.8151
0.15 0.95 0 -25.586
0.15 1.05 0 -26.5102
0.15 1.15 0 -27.6193
0.15 1.25 0 -28.9453
0.15 1.35 0 -30.5226
0.15 1.45 0 -32.388
0.15 1.55 0 -34.5827
0.15 1.65 0 -37.1535
0.15 1.75 0 -40.1555
0.15 1.85 0 -43.6551
0.15 1.95 0 -47.736
0.15 2.05 0 -52.5073
0.15 2.15 0 -58.1172
0.15 2.25 0 -64.7738
0.15 2.35 0 -72.7773
0.15 2.45 0 -82.5637
0.15 2.55 0 -94.7511
0.15 2.65 0 -110.141
0.15 2.75 0 -129.543
0.15 2.85 0 -152.967
0.15 2.95 0 -175.998
0.15 3.05 0 -170.779
0.25 0.05 0 -19.2139
0.25 0.15 0 -21.174
0.25 0.25 0 -21.7962
0.25 0.35 0 -22.2657
0.25 0.45 0 -22.6877
0.25 0.55 0 -23.1016
0.25 0.65 0 -23.5441
0.25 0.75 0 -24.0496
0.25 0.85 0 -24.6502
0.25 0.95 0 -25.3761
0.25 1.05 0 -26.2569
0.25 1.15 0 -27.3227
0.25 1.25 0 -28.6046
0.25 1.35 0 -30.1355
0.25 1.45 0 -31.9516
0.25 1.55 0 -34.0929
0.25 1.65 0 -36.6047
0.25 1.75 0 -39.5402
0.25 1.85 0 -42.9628
0.25 1.95 0 -46.951
0.25 2.05 0 -51.6043
0.25 2.15 0 -57.0504
0.25 2.25 0 -63.4526
0.25 2.35 0 -71.0105
0.25 2.45 0 -79.9407
0.25 2.55 0 -90.4143
0.25 2.65 0 -102.428
0.25 2.75 0 -115.592
0.25 2.85 0 -128.647
0.25 2.95 0 -137.074
0.25 3.05 0 -121.528
0.35 0.05 0 -20.1929
0.35 0.15 0 -21.9317
0.35 0.25 0 -22.2802
0.35 0.35 0 -22.5343
0.35 0.45 0 -22.7948
0.35 0.55 0 -23.0848
0.35 0.65 0 -23.4278
0.35 0.75 0 -23.8492
0.35 0.85 0 -24.3752
0.35 0.95 0 -25.032
0.35 1.05 0 -25.8465
0.35 1.15 0 -26.8466
0.35 1.25 0 -28.0619
0.35 1.35 0 -29.5242
0.35 1.45 0 -31.2686
0.35 1.55 0 -33.3336
0.35 1.65 0 -35.7627
0.35 1.75 0 -38.606
0.35 1.85 0 -41.9214
0.35 1.95 0 -45.777
0.35 2.05 0 -50.2512
0.35 2.15 0 -55.4304
0.35 2.25 0 -61.3967
0.35 2.35 0 -68.2002
0.35 2.45 0 -75.808
0.35 2.55 0 -84.0434
0.35 2.65 0 -92.553
0.35 2.75 0 -100.818
0.35 2.85 0 -107.88
0.35 2.95 0 -110.371
0.35 3.05 0 -94.5579
0.45 0.05 0 -21.0691
0.45 0.15 0 -22.6385
0.45 0.25 0 -22.7478
0.45 0.35 0 -22.7909
0.45 0.45 0 -22.8772
0.45 0.55 0 -23.0239
0.45 0.65 0 -23.2467
0.45 0.75 0 -23.564
0.45 0.85 0 -23.9963
0.45 0.95 0 -24.566
0.45 1.05 0 -25.297
0.45 1.15 0 -26.2151
0.45 1.25 0 -27.3485
0.45 1.35 0 -28.7279
0.45 1.45 0 -30.3869
0.45 1.55 0 -32.3627
0.45 1.65 0 -34.696
0.45 1.75 0 -37.4312
0.45 1.85 0 -40.616
0.45 1.95 0 -44.2987
0.45 2.05 0 -48.5219
0.45 2.15 0 -53.3085
0.45 2.25 0 -58.639
0.45 2.35 0 -64.4191
0.45 2.45 0 -70.4558
0.45 2.55 0 -76.4759
0.45 2.65 0 -82.2078
0.45 2.75 0 -87.4184
0.45 2.85 0 -91.4955
0.45 2.95 0 -91.7764
0.45 3.05 0 -77.809
0.55 0.05 0 -21.8827
0.55 0.15 0 -23.2864
0.55 0.25 0 -23.1675
0.55 0.35 0 -23.0028
0.55 0.45 0 -22.9101
