x y z u v w
0.05 0.05 0 0.0203436 0.0425588 0
0.05 0.15 0 0.0180979 0.0725983 0
0.05 0.25 0 0.0105001 0.0507172 0
0.05 0.35 0 0.00524174 0.0365633 0
0.05 0.45 0 0.0021285 0.0298153 0
0.05 0.55 0 0.0001886 0.0276785 0
0.05 0.65 0 -0.00118314 0.0285722 0
0.05 0.75 0 -0.00228659 0.0317308 0
0.05 0.85 0 -0.00326593 0.036794 0
0.05 0.95 0 -0.00419622 0.0436018 0
0.05 1.05 0 -0.0051236 0.0521048 0
0.05 1.15 0 -0.00608321 0.0623277 0
0.05 1.25 0 -0.00710809 0.0743568 0
0.05 1.35 0 -0.00823485 0.0883413 0
0.05 1.45 0 -0.0095093 0.104505 0
0.05 1.55 0 -0.0109938 0.123167 0
0.05 1.65 0 -0.0127788 0.144786 0
0.05 1.75 0 -0.0150015 0.17002 0
0.05 1.85 0 -0.0178777 0.199844 0
0.05 1.95 0 -0.0217532 0.23573 0
0.05 2.05 0 -0.0271878 0.279953 0
0.05 2.15 0 -0.0350805 0.336078 0
0.05 2.25 0 -0.0468312 0.409693 0
0.05 2.35 0 -0.0644607 0.509402 0
0.05 2.45 0 -0.0903647 0.647713 0
0.05 2.55 0 -0.125625 0.840381 0
0.05 2.65 0 -0.163667 1.0993 0
0.05 2.75 0 -0.17054 1.40515 0
0.05 2.85 0 -0.030698 1.62954 0
0.05 2.95 0 0.585461 1.40301 0
0.05 3.05 0 2.5025 0.555538 0
0.15 0.05 0 0.0487119 0.0723373 0
0.15 0.15 0 0.0504752 0.136637 0
0.15 0.25 0 0.0328092 0.117334 0
0.15 0.35 0 0.0172749 0.0993533 0
0.15 0.45 0 0.00629538 0.090616 0
0.15 0.55 0 -0.00150753 0.0904745 0
0.15 0.65 0 -0.00749824 0.0974652 0
0.15 0.75 0 -0.0125296 0.110495 0
0.15 0.85 0 -0.017091 0.128919 0
0.15 0.95 0 -0.0214758 0.152433 0
0.15 1.05 0 -0.0258853 0.180984 0
0.15 1.15 0 -0.030485 0.21472 0
0.15 1.25 0 -0.0354384 0.253978 0
0.15 1.35 0 -0.0409315 0.299302 0
0.15 1.45 0 -0.047198 0.351485 0
0.15 1.55 0 -0.0545516 0.411644 0
0.15 1.65 0 -0.0634303 0.481326 0
0.15 1.75 0 -0.074463 0.562676 0
0.15 1.85 0 -0.0885638 0.658644 0
0.15 1.95 0 -0.107064 0.773267 0
0.15 2.05 0 -0.131872 0.911953 0
0.15 2.15 0 -0.165608 1.08166 0
0.15 2.25 0 -0.211534 1.2906 0
0.15 2.35 0 -0.272735 1.54655 0
0.15 2.45 0 -0.349171 1.85194 0
0.15 2.55 0 -0.429274 2.19172 0
0.15 2.65 0 -0.468826 2.50795 0
0.15 2.75 0 -0.343166 2.65681 0
0.15 2.85 0 0.249116 2.37259 0
