x y z u v w
0.05 0.05 0 0.0200638 0.0419717 0
0.05 0.15 0 0.017863 0.0715816 0
0.05 0.25 0 0.0103887 0.0499528 0
0.05 0.35 0 0.00522397 0.0359052 0
0.05 0.45 0 0.00217228 0.0291235 0
0.05 0.55 0 0.000271134 0.0268604 0
0.05 0.65 0 -0.00107828 0.0275717 0
0.05 0.75 0 -0.00217218 0.0305185 0
0.05 0.85 0 -0.00315244 0.0353622 0
0.05 0.95 0 -0.00409237 0.0419605 0
0.05 1.05 0 -0.00503658 0.0502788 0
0.05 1.15 0 -0.00601882 0.0603534 0
0.05 1.25 0 -0.00707066 0.0722802 0
0.05 1.35 0 -0.00822721 0.0862148 0
0.05 1.45 0 -0.00953262 0.102384 0
0.05 1.55 0 -0.0110475 0.121109 0
0.05 1.65 0 -0.0128605 0.142844 0
0.05 1.75 0 -0.0151072 0.168242 0
0.05 1.85 0 -0.0180019 0.198269 0
0.05 1.95 0 -0.0218895 0.234387 0
0.05 2.05 0 -0.0273297 0.278858 0
0.05 2.15 0 -0.0352224 0.335234 0
0.05 2.25 0 -0.0469697 0.409098 0
0.05 2.35 0 -0.0645963 0.509047 0
0.05 2.45 0 -0.0905054 0.647598 0
0.05 2.55 0 -0.125792 0.840529 0
0.05 2.65 0 -0.163901 1.09979 0
0.05 2.75 0 -0.170914 1.40615 0
0.05 2.85 0 -0.0312986 1.63135 0
0.05 2.95 0 0.58465 1.40578 0
0.05 3.05 0 2.50192 0.557153 0
0.15 0.05 0 0.0480547 0.0713206 0
0.15 0.15 0 0.0499047 0.134617 0
0.15 0.25 0 0.0326007 0.115302 0
0.15 0.35 0 0.0173857 0.0971452 0
0.15 0.45 0 0.00663483 0.0880011 0
0.15 0.55 0 -0.00102149 0.0872793 0
0.15 0.65 0 -0.0069335 0.0935877 0
0.15 0.75 0 -0.0119425 0.105899 0
0.15 0.85 0 -0.0165285 0.123625 0
0.15 0.95 0 -0.0209772 0.146509 0
0.15 1.05 0 -0.0254827 0.174538 0
0.15 1.15 0 -0.0302037 0.20789 0
0.15 1.25 0 -0.0352966 0.246925 0
0.15 1.35 0 -0.04094 0.292203 0
0.15 1.45 0 -0.0473598 0.344522 0
0.15 1.55 0 -0.0548609 0.404992 0
0.15 1.65 0 -0.0638729 0.475148 0
0.15 1.75 0 -0.0750167 0.55711 0
0.15 1.85 0 -0.0892005 0.653799 0
0.15 1.95 0 -0.107752 0.769211 0
0.15 2.05 0 -0.132579 0.90872 0
0.15 2.15 0 -0.16631 1.07925 0
0.15 2.25 0 -0.212216 1.28899 0
0.15 2.35 0 -0.273404 1.54571 0
0.15 2.45 0 -0.349861 1.85187 0
0.15 2.55 0 -0.430065 2.19248 0
0.15 2.65 0 -0.469851 2.50968 0
0.15 2.75 0 -0.344599 2.65975 0
0.15 2.85 0 0.247166 2.3769 0
0.15 2.95 0 1.95083 1.40143 0
0.15 3.05 0 5.97299 0.358545 0
0.25 0.05 0 0.0587299 0.0839912 0
0.25 0.15 0 0.0718168 0.166984 0
0.25 0.25 0 0.051883 0.159052 0
0.25 0.35 0 0.0280718 0.148409 0
0.25 0.45 0 0.00782021 0.1458 0
0.25 0.55 0 -0.00855698 0.152854 0
0.25 0.65 0 -0.0222492 0.169318 0
0.25 0.75 0 -0.0343764 0.194616 0
0.25 0.85 0 -0.0457435 0.22833 0
0.25 0.95 0 -0.0569162 0.270309 0
0.25 1.05 0 -0.0683287 0.320673 0
0.25 1.15 0 -0.0803658 0.379811 0
0.25 1.25 0 -0.0934226 0.448387 0
0.25 1.35 0 -0.107955 0.527373 0
0.25 1.45 0 -0.124533 0.618107 0
0.25 1.55 0 -0.143899 0.722376 0
0.25 1.65 0 -0.167049 0.842519 0
0.25 1.75 0 -0.19532 0.981539 0
0.25 1.85 0 -0.230491 1.14317 0
0.25 1.95 0 -0.274836 1.33185 0
0.25 2.05 0 -0.33104 1.5523 0
0.25 2.15 0 -0.401695 1.80849 0
0.25 2.25 0 -0.487819 2.10103 0
0.25 2.35 0 -0.585171 2.42194 0
