x y z p
0.05 0.05 0 -16.7296
0.05 0.15 0 -19.7501
0.05 0.25 0 -21.0583
0.05 0.35 0 -21.8776
0.05 0.45 0 -22.4842
0.05 0.55 0 -22.9969
0.05 0.65 0 -23.4845
0.05 0.75 0 -23.9958
0.05 0.85 0 -24.5707
0.05 0.95 0 -25.2447
0.05 1.05 0 -26.052
0.05 1.15 0 -27.0264
0.05 1.25 0 -28.2031
0.05 1.35 0 -29.6191
0.05 1.45 0 -31.315
0.05 1.55 0 -33.3357
0.05 1.65 0 -35.7324
0.05 1.75 0 -38.565
0.05 1.85 0 -41.9055
0.05 1.95 0 -45.8437
0.05 2.05 0 -50.4956
0.05 2.15 0 -56.0192
0.05 2.25 0 -62.64
0.05 2.35 0 -70.6997
0.05 2.45 0 -80.7431
0.05 2.55 0 -93.6798
0.05 2.65 0 -111.07
0.05 2.75 0 -135.563
0.05 2.85 0 -171.195
0.05 2.95 0 -220.881
0.05 3.05 0 -259.458
0.15 0.05 0 -18.0229
0.15 0.15 0 -20.3605
0.15 0.25 0 -21.3214
0.15 0.35 0 -21.9999
0.15 0.45 0 -22.5423
0.15 0.55 0 -23.0182
0.15 0.65 0 -23.4798
0.15 0.75 0 -23.9699
0.15 0.85 0 -24.5259
0.15 0.95 0 -25.1821
0.15 1.05 0 -25.9719
0.15 1.15 0 -26.9286
0.15 1.25 0 -28.087
0.15 1.35 0 -29.4837
0.15 1.45 0 -31.1587
0.15 1.55 0 -33.1567
0.15 1.65 0 -35.5284
0.15 1.75 0 -38.3331
0.15 1.85 0 -41.6422
0.15 1.95 0 -45.5443
0.15 2.05 0 -50.1533
0.15 2.15 0 -55.6216
0.15 2.25 0 -62.1609
0.15 2.35 0 -70.0734
0.15 2.45 0 -79.7962
0.15 2.55 0 -91.9471
0.15 2.65 0 -107.328
0.15 2.75 0 -126.746
0.15 2.85 0 -150.217
0.15 2.95 0 -173.351
0.15 3.05 0 -168.527
0.25 0.05 0 -19.1414
0.25 0.15 0 -21.1154
0.25 0.25 0 -21.7593
0.25 0.35 0 -22.243
0.25 0.45 0 -22.6631
0.25 0.55 0 -23.0542
0.25 0.65 0 -23.4501
0.25 0.75 0 -23.8848
0.25 0.85 0 -24.3907
0.25 0.95 0 -24.9996
0.25 1.05 0 -25.7429
0.25 1.15 0 -26.6528
0.25 1.25 0 -27.7629
0.25 1.35 0 -29.1088
0.25 1.45 0 -30.7295
0.25 1.55 0 -32.6686
0.25 1.65 0 -34.9754
0.25 1.75 0 -37.7075
0.25 1.85 0 -40.9337
0.25 1.95 0 -44.7377
0.25 2.05 0 -49.2245
0.25 2.15 0 -54.5268
0.25 2.25 0 -60.8118
0.25 2.35 0 -68.2813
0.25 2.45 0 -77.1524
0.25 2.55 0 -87.5946
0.25 2.65 0 -99.6001
0.25 2.75 0 -112.773
0.25 2.85 0 -125.848
0.25 2.95 0 -134.337
0.25 3.05 0 -119.162
0.35 0.05 0 -20.0677
0.35 0.15 0 -21.8518
0.35 0.25 0 -22.2514
0.35 0.35 0 -22.5408
0.35 0.45 0 -22.813
0.35 0.55 0 -23.0873
0.35 0.65 0 -23.3864
0.35 0.75 0 -23.7362
0.35 0.85 0 -24.1645
0.35 0.95 0 -24.6997
0.35 1.05 0 -25.371
0.35 1.15 0 -26.209
0.35 1.25 0 -27.2457
0.35 1.35 0 -28.5156
0.35 1.45 0 -30.0566
0.35 1.55 0 -31.9108
0.35 1.65 0 -34.1258
0.35 1.75 0 -36.7565
0.35 1.85 0 -39.8668
0.35 1.95 0 -43.5308
0.35 2.05 0 -47.8335
0.35 2.15 0 -52.8669
0.35 2.25 0 -58.7175
0.35 2.35 0 -65.437
0.35 2.45 0 -72.9915
0.35 2.55 0 -81.1991
0.35 2.65 0 -89.6978
0.35 2.75 0 -97.9584
0.35 2.85 0 -105.017
0.35 2.95 0 -107.55
0.35 3.05 0 -92.1081
0.45 0.05 0 -20.8788
0.45 0.15 0 -22.5408
0.45 0.25 0 -22.7422
0.45 0.35 0 -22.8484
0.45 0.45 0 -22.9626
0.45 0.55 0 -23.1013
0.45 0.65 0 -23.2813
0.45 0.75 0 -23.5239
0.45 0.85 0 -23.8527
0.45 0.95 0 -24.2935
0.45 1.05 0 -24.8731
0.45 1.15 0 -25.6203
0.45 1.25 0 -26.5658
0.45 1.35 0 -27.7428
0.45 1.45 0 -29.188
0.45 1.55 0 -30.9418
0.45 1.65 0 -33.0492
0.45 1.75 0 -35.5603
0.45 1.85 0 -38.5295
0.45 1.95 0 -42.0122
0.45 2.05 0 -46.0584
0.45 2.15 0 -50.6978
0.45 2.25 0 -55.9145
0.45 2.35 0 -61.6148
0.45 2.45 0 -67.6018
0.45 2.55 0 -73.5934
0.45 2.65 0 -79.3064
0.45 2.75 0 -84.4972
0.45 2.85 0 -88.5557
0.45 2.95 0 -88.8698
0.45 3.05 0 -75.2839
0.55 0.05 0 -21.6304
0.55 0.15 0 -23.1896
0.55 0.25 0 -23.2128
0.55 0.35 0 -23.1422
0.55 0.45 0 -23.0935
0.55 0.55 0 -23.0846
0.55 0.65 0 -23.1306
0.55 0.75 0 -23.2499
0.55 0.85 0 -23.4637
0.55 0.95 0 -23.7951
0.55 1.05 0 -24.2693
0.55 1.15 0 -24.9133
0.55 1.25 0 -25.7564
0.55 1.35 0 -26.8305
0.55 1.45 0 -28.1705
0.55 1.55 0 -29.814
0.55 1.65 0 -31.8014
0.55 1.75 0 -34.1735
0.55 1.85 0 -36.9677
0.55 1.95 0 -40.2104
0.55 2.05 0 -43.9035
0.55 2.15 0 -48.0061
0.55 2.25 0 -52.4141
0.55 2.35 0 -56.9527
0.55 2.45 0 -61.4054
0.55 2.55 0 -65.5929
0.55 2.65 0 -69.4504
0.55 2.75 0 -72.9332
0.55 2.85 0 -75.5184
0.55 2.95 0 -75.0325
0.55 3.05 0 -63.456
0.65 0.05 0 -22.3551
0.65 0.15 0 -23.8101
0.65 0.25 0 -23.6587
0.65 0.35 0 -23.4117
0.65 0.45 0 -23.1957
0.65 0.55 0 -23.0313
