x y z p
0.05 0.05 0 -13.1781
0.05 0.15 0 -15.5579
0.05 0.25 0 -16.6489
0.05 0.35 0 -17.4477
0.05 0.45 0 -18.1841
0.05 0.55 0 -18.9527
0.05 0.65 0 -19.8039
0.05 0.75 0 -20.7698
0.05 0.85 0 -21.8752
0.05 0.95 0 -23.1418
0.05 1.05 0 -24.5911
0.05 1.15 0 -26.2455
0.05 1.25 0 -28.1297
0.05 1.35 0 -30.2718
0.05 1.45 0 -32.7044
0.05 1.55 0 -35.4662
0.05 1.65 0 -38.6038
0.05 1.75 0 -42.1748
0.05 1.85 0 -46.2518
0.05 1.95 0 -50.9279
0.05 2.05 0 -56.3264
0.05 2.15 0 -62.6126
0.05 2.25 0 -70.0181
0.05 2.35 0 -78.8802
0.05 2.45 0 -89.723
0.05 2.55 0 -103.41
0.05 2.65 0 -121.431
0.05 2.75 0 -146.34
0.05 2.85 0 -182.06
0.05 2.95 0 -231.295
0.05 3.05 0 -268.037
0.15 0.05 0 -14.2488
0.15 0.15 0 -16.0308
0.15 0.25 0 -16.8186
0.15 0.35 0 -17.4944
0.15 0.45 0 -18.1768
0.15 0.55 0 -18.9172
0.15 0.65 0 -19.7505
0.15 0.75 0 -20.7032
0.15 0.85 0 -21.7972
0.15 0.95 0 -23.0532
0.15 1.05 0 -24.4915
0.15 1.15 0 -26.1341
0.15 1.25 0 -28.0053
0.15 1.35 0 -30.1326
0.15 1.45 0 -32.5482
0.15 1.55 0 -35.29
0.15 1.65 0 -38.4041
0.15 1.75 0 -41.9473
0.15 1.85 0 -45.9911
0.15 1.95 0 -50.6279
0.15 2.05 0 -55.9789
0.15 2.15 0 -62.2063
0.15 2.25 0 -69.5292
0.15 2.35 0 -78.2496
0.15 2.45 0 -88.784
0.15 2.55 0 -101.703
0.15 2.65 0 -117.732
0.15 2.75 0 -137.592
0.15 2.85 0 -161.23
0.15 2.95 0 -184.142
0.15 3.05 0 -177.776
0.25 0.05 0 -15.1268
0.25 0.15 0 -16.5288
0.25 0.25 0 -17.0223
0.25 0.35 0 -17.5301
0.25 0.45 0 -18.1164
0.25 0.55 0 -18.7973
0.25 0.65 0 -19.5892
0.25 0.75 0 -20.5092
0.25 0.85 0 -21.5745
0.25 0.95 0 -22.8026
0.25 1.05 0 -24.2122
0.25 1.15 0 -25.8239
0.25 1.25 0 -27.6608
0.25 1.35 0 -29.7493
0.25 1.45 0 -32.1204
0.25 1.55 0 -34.8107
0.25 1.65 0 -37.8643
0.25 1.75 0 -41.3358
0.25 1.85 0 -45.2938
0.25 1.95 0 -49.8263
0.25 2.05 0 -55.0474
0.25 2.15 0 -61.103
0.25 2.25 0 -68.1743
0.25 2.35 0 -76.4674
0.25 2.45 0 -86.1827
0.25 2.55 0 -97.4393
0.25 2.65 0 -110.155
0.25 2.75 0 -123.868
0.25 2.85 0 -137.282
0.25 2.95 0 -145.78
0.25 3.05 0 -129.141
0.35 0.05 0 -15.6838
0.35 0.15 0 -16.8586
0.35 0.25 0 -17.132
0.35 0.35 0 -17.4855
0.35 0.45 0 -17.9673
0.35 0.55 0 -18.5744
0.35 0.65 0 -19.3102
0.35 0.75 0 -20.1831
0.35 0.85 0 -21.2053
0.35 0.95 0 -22.3908
0.35 1.05 0 -23.7562
0.35 1.15 0 -25.3203
0.35 1.25 0 -27.1048
0.35 1.35 0 -29.1347
0.35 1.45 0 -31.4396
0.35 1.55 0 -34.0543
0.35 1.65 0 -37.0209
0.35 1.75 0 -40.3908
0.35 1.85 0 -44.2279
0.35 1.95 0 -48.6121
0.35 2.05 0 -53.6407
0.35 2.15 0 -59.4251
0.35 2.25 0 -66.0728
0.35 2.35 0 -73.6489
0.35 2.45 0 -82.1076
0.35 2.55 0 -91.2239
0.35 2.65 0 -100.572
0.35 2.75 0 -109.569
0.35 2.85 0 -117.205
0.35 2.95 0 -119.934
0.35 3.05 0 -102.995
0.45 0.05 0 -15.9068
0.45 0.15 0 -16.9507
0.45 0.25 0 -17.0788
0.45 0.35 0 -17.3122
0.45 0.45 0 -17.7
0.45 0.55 0 -18.2322
0.45 0.65 0 -18.9052
0.45 0.75 0 -19.7218
0.45 0.85 0 -20.6899
0.45 0.95 0 -21.8206
0.45 1.05 0 -23.1283
0.45 1.15 0 -24.63
0.45 1.25 0 -26.346
0.45 1.35 0 -28.2998
0.45 1.45 0 -30.5195
0.45 1.55 0 -33.038
0.45 1.65 0 -35.8948
0.45 1.75 0 -39.1371
0.45 1.85 0 -42.8212
0.45 1.95 0 -47.0118
0.45 2.05 0 -51.778
0.45 2.15 0 -57.1773
0.45 2.25 0 -63.2271
0.45 2.35 0 -69.8569
0.45 2.45 0 -76.8689
0.45 2.55 0 -83.9432
0.45 2.65 0 -90.7291
0.45 2.75 0 -96.8963
0.45 2.85 0 -101.722
0.45 2.95 0 -102.32
0.45 3.05 0 -87.1722
0.55 0.05 0 -15.8211
0.55 0.15 0 -16.7929
0.55 0.25 0 -16.8353
0.55 0.35 0 -16.9843
0.55 0.45 0 -17.2951
0.55 0.55 0 -17.7579
0.55 0.65 0 -18.3666
0.55 0.75 0 -19.121
0.55 0.85 0 -20.0263
0.55 0.95 0 -21.0915
0.55 1.05 0 -22.3287
0.55 1.15 0 -23.7534
0.55 1.25 0 -25.3842
0.55 1.35 0 -27.2431
0.55 1.45 0 -29.3563
0.55 1.55 0 -31.7542
0.55 1.65 0 -34.4724
0.55 1.75 0 -37.5513
0.55 1.85 0 -41.0354
0.55 1.95 0 -44.9686
0.55 2.05 0 -49.3836
0.55 2.15 0 -54.2827
0.55 2.25 0 -59.6088
0.55 2.35 0 -65.2218
0.55 2.45 0 -70.9013
0.55 2.55 0 -76.4081
0.55 2.65 0 -81.5581
0.55 2.75 0 -86.1579
0.55 2.85 0 -89.5461
0.55 2.95 0 -89.3329
0.55 3.05 0 -76.1563
0.65 0.05 0 -15.4722
0.65 0.15 0 -16.4015
0.65 0.25 0 -16.3995
0.65 0.35 0 -16.493
0.65 0.45 0 -16.7435
0.65 0.55 0 -17.1445
0.65 0.65 0 -17.6897
0.65 0.75 0 -18.3781
0.65 0.85 0 -19.2134
0.65 0.95 0 -20.2026
0.65 1.05 0 -21.3565
0.65 1.15 0 -22.6888
0.65 1.25 0 -24.2162
0.65 1.35 0 -25.9588
0.65 1.45 0 -27.94
0.65 1.55 0 -30.1866
0.65 1.65 0 -32.7282
0.65 1.75 0 -35.5965
0.65 1.85 0 -38.8211
0.65 1.95 0 -42.4233
0.65 2.05 0 -46.4038
0.65 2.15 0 -50.726
0.65 2.25 0 -55.3006
0.65 2.35 0 -59.9842
0.65 2.45 0 -64.6097
0.65 2.55 0 -69.0361
0.65 2.65 0 -73.1612
0.65 2.75 0 -76.7907
0.65 2.85 0 -79.3001
