x y z p
0.05 0.05 0 -16.0807
0.05 0.15 0 -18.9855
0.05 0.25 0 -20.2473
0.05 0.35 0 -21.042
0.05 0.45 0 -21.6347
0.05 0.55 0 -22.1393
0.05 0.65 0 -22.6219
0.05 0.75 0 -23.1298
0.05 0.85 0 -23.7015
0.05 0.95 0 -24.3722
0.05 1.05 0 -25.1755
0.05 1.15 0 -26.1454
0.05 1.25 0 -27.3171
0.05 1.35 0 -28.7281
0.05 1.45 0 -30.4191
0.05 1.55 0 -32.4355
0.05 1.65 0 -34.8289
0.05 1.75 0 -37.6593
0.05 1.85 0 -40.9988
0.05 1.95 0 -44.9372
0.05 2.05 0 -49.5903
0.05 2.15 0 -55.1159
0.05 2.25 0 -61.7392
0.05 2.35 0 -69.8016
0.05 2.45 0 -79.848
0.05 2.55 0 -92.788
0.05 2.65 0 -110.183
0.05 2.75 0 -134.684
0.05 2.85 0 -170.335
0.05 2.95 0 -220.068
0.05 3.05 0 -258.79
0.15 0.05 0 -17.3228
0.15 0.15 0 -19.5706
0.15 0.25 0 -20.4985
0.15 0.35 0 -21.158
0.15 0.45 0 -21.6891
0.15 0.55 0 -22.1584
0.15 0.65 0 -22.6161
0.15 0.75 0 -23.1034
0.15 0.85 0 -23.6567
0.15 0.95 0 -24.3097
0.15 1.05 0 -25.0956
0.15 1.15 0 -26.0479
0.15 1.25 0 -27.2012
0.15 1.35 0 -28.5926
0.15 1.45 0 -30.2627
0.15 1.55 0 -32.2564
0.15 1.65 0 -34.6247
0.15 1.75 0 -37.4272
0.15 1.85 0 -40.7354
0.15 1.95 0 -44.6377
0.15 2.05 0 -49.2481
0.15 2.15 0 -54.7186
0.15 2.25 0 -61.2606
0.15 2.35 0 -69.1762
0.15 2.45 0 -78.9023
0.15 2.55 0 -91.0571
0.15 2.65 0 -106.443
0.15 2.75 0 -125.869
0.15 2.85 0 -149.353
0.15 2.95 0 -172.515
0.15 3.05 0 -167.811
0.25 0.05 0 -18.3936
0.25 0.15 0 -20.2913
0.25 0.25 0 -20.915
0.25 0.35 0 -21.3878
0.25 0.45 0 -21.8019
0.25 0.55 0 -22.1898
0.25 0.65 0 -22.5842
0.25 0.75 0 -23.0176
0.25 0.85 0 -23.5218
0.25 0.95 0 -24.1279
0.25 1.05 0 -24.8675
0.25 1.15 0 -25.7727
0.25 1.25 0 -26.8773
0.25 1.35 0 -28.2176
0.25 1.45 0 -29.833
0.25 1.55 0 -31.7674
0.25 1.65 0 -34.0706
0.25 1.75 0 -36.8005
0.25 1.85 0 -40.0259
0.25 1.95 0 -43.8306
0.25 2.05 0 -48.3193
0.25 2.15 0 -53.6245
0.25 2.25 0 -59.913
0.25 2.35 0 -67.3863
0.25 2.45 0 -76.2615
0.25 2.55 0 -86.708
0.25 2.65 0 -98.718
0.25 2.75 0 -111.895
0.25 2.85 0 -124.974
0.25 2.95 0 -133.477
0.25 3.05 0 -118.413
0.35 0.05 0 -19.2749
0.35 0.15 0 -20.9904
0.35 0.25 0 -21.3806
0.35 0.35 0 -21.668
0.35 0.45 0 -21.9407
0.35 0.55 0 -22.2169
0.35 0.65 0 -22.5178
0.35 0.75 0 -22.8686
0.35 0.85 0 -23.2965
0.35 0.95 0 -23.8296
0.35 1.05 0 -24.4972
0.35 1.15 0 -25.33
0.35 1.25 0 -26.3606
0.35 1.35 0 -27.6242
0.35 1.45 0 -29.1591
0.35 1.55 0 -31.0081
0.35 1.65 0 -33.2193
0.35 1.75 0 -35.848
