v = 
           0            0 -1.97293e-12 -4.11104e-12 -6.59844e-12  -9.6581e-12 -1.35877e-11 -1.88214e-11  -2.6063e-11 -3.65959e-11 -5.31021e-11 -8.20487e-11 -4.29359e-10            0
           0            0  1.97293e-12  4.11104e-12  6.59844e-12   9.6581e-12  1.35877e-11  1.88214e-11   2.6063e-11  3.65959e-11  5.31021e-11  8.20487e-11  4.29359e-10            0
           0            0  1.97487e-10  4.11539e-10  6.60489e-10  9.66652e-10  1.35976e-09  1.88325e-09  2.60746e-09  3.66075e-09  5.31134e-09  8.20603e-09  1.38533e-08            0
           0            0  1.80753e-10  3.76292e-10  6.02705e-10  8.78837e-10  1.22807e-09  1.68053e-09  2.27509e-09  3.05749e-09  4.05479e-09  5.13504e-09  5.33345e-09            0
           0            0  1.49234e-10  3.10171e-10  4.95199e-10  7.17916e-10   9.9317e-10  1.33569e-09  1.75488e-09  2.23933e-09  2.71529e-09  2.94589e-09  2.34377e-09            0
           0            0  1.06009e-10   2.1996e-10  3.50006e-10  5.04459e-10  6.90998e-10  9.14192e-10   1.1694e-09  1.42965e-09  1.62117e-09  1.58946e-09  1.09514e-09            0
           0            0  5.48442e-11  1.13654e-10  1.80406e-10  2.58914e-10  3.52172e-10  4.60679e-10  5.78883e-10  6.88707e-10  7.50265e-10  6.95636e-10  4.47049e-10            0
           0            0  -2.8615e-13 -5.94919e-13 -9.51369e-13 -1.37941e-12 -1.90293e-12 -2.53405e-12 -3.25408e-12 -3.97088e-12  -4.4476e-12 -4.23161e-12 -2.74192e-12            0
           0            0 -5.53931e-11 -1.14797e-10 -1.82236e-10 -2.61578e-10  -3.5587e-10 -4.65656e-10 -5.85394e-10  -6.9689e-10 -7.59852e-10 -7.05372e-10  -4.5393e-10            0
           0            0  -1.0649e-10 -2.20962e-10 -3.51619e-10 -5.06827e-10 -6.94341e-10 -9.18828e-10 -1.17578e-09 -1.43834e-09  -1.6327e-09 -1.60348e-09 -1.10775e-09            0
           0            0 -1.49603e-10 -3.10944e-10 -4.96449e-10  -7.1977e-10  -9.9584e-10 -1.33954e-09 -1.76054e-09   -2.248e-09 -2.72913e-09 -2.96808e-09 -2.37389e-09            0
           0            0 -1.80978e-10 -3.76763e-10 -6.03465e-10 -8.79965e-10 -1.22971e-09 -1.68294e-09 -2.27886e-09 -3.06399e-09 -4.06775e-09 -5.16583e-09 -5.42036e-09            0
           0            0 -1.97547e-10 -4.11663e-10  -6.6068e-10 -9.66914e-10  -1.3601e-09 -1.88366e-09 -2.60795e-09 -3.66133e-09 -5.31207e-09 -8.20711e-09 -1.41434e-08            0
           0            0  1.97547e-10  4.11663e-10   6.6068e-10  9.66914e-10   1.3601e-09  1.88366e-09  2.60795e-09  3.66133e-09  5.31207e-09  8.20711e-09  1.41434e-08            0
